timestamp,tool,filesize(mb),os,ram(gb),drive type,process(mb/s),researcher
0.08969187736999999,dask,1.056,linux,32,ssd nvme,11.774,y.tsepkov
0.076867342,dask,1.056,linux,32,ssd nvme,13.738,y.tsepkov
0.09758090973,dask,1.056,linux,32,ssd nvme,10.822,y.tsepkov
0.1058101654,dask,2.123,linux,32,ssd nvme,20.064,y.tsepkov
0.1147942543,dask,2.123,linux,32,ssd nvme,18.494,y.tsepkov
0.1094560623,dask,2.123,linux,32,ssd nvme,19.396,y.tsepkov
0.1083381176,dask,2.123,linux,32,ssd nvme,19.596,y.tsepkov
0.09514117241,dask,2.123,linux,32,ssd nvme,22.314,y.tsepkov
0.105701685,dask,2.123,linux,32,ssd nvme,20.085,y.tsepkov
0.1035804749,dask,2.123,linux,32,ssd nvme,20.496,y.tsepkov
0.1024096012,dask,2.123,linux,32,ssd nvme,20.73,y.tsepkov
0.09892416,dask,2.123,linux,32,ssd nvme,21.461,y.tsepkov
0.1103897095,dask,2.123,linux,32,ssd nvme,19.232,y.tsepkov
0.16872644420000002,dask,5.322,linux,32,ssd nvme,31.542,y.tsepkov
0.1759853363,dask,5.322,linux,32,ssd nvme,30.241,y.tsepkov
0.1819965839,dask,5.322,linux,32,ssd nvme,29.242,y.tsepkov
0.1788945198,dask,5.322,linux,32,ssd nvme,29.749,y.tsepkov
0.16935324670000002,dask,5.322,linux,32,ssd nvme,31.425,y.tsepkov
0.1803047657,dask,5.322,linux,32,ssd nvme,29.517,y.tsepkov
0.1858053207,dask,5.322,linux,32,ssd nvme,28.643,y.tsepkov
0.1835024357,dask,5.322,linux,32,ssd nvme,29.002,y.tsepkov
0.17667746539999998,dask,5.322,linux,32,ssd nvme,30.123,y.tsepkov
0.1675927639,dask,5.322,linux,32,ssd nvme,31.756,y.tsepkov
0.30921888350000004,dask,10.751,linux,32,ssd nvme,34.768,y.tsepkov
0.3033032417,dask,10.751,linux,32,ssd nvme,35.446,y.tsepkov
0.2928433418,dask,10.751,linux,32,ssd nvme,36.712,y.tsepkov
0.3007786274,dask,10.751,linux,32,ssd nvme,35.744,y.tsepkov
0.28562736510000003,dask,10.751,linux,32,ssd nvme,37.64,y.tsepkov
0.2919611931,dask,10.751,linux,32,ssd nvme,36.823,y.tsepkov
0.2982943058,dask,10.751,linux,32,ssd nvme,36.042,y.tsepkov
0.29882907870000003,dask,10.751,linux,32,ssd nvme,35.977,y.tsepkov
0.3021335602,dask,10.751,linux,32,ssd nvme,35.584,y.tsepkov
0.2891800404,dask,10.751,linux,32,ssd nvme,37.178,y.tsepkov
0.5203888416,dask,21.61,linux,32,ssd nvme,41.527,y.tsepkov
0.5232799053,dask,21.61,linux,32,ssd nvme,41.297,y.tsepkov
0.5027379989999999,dask,21.61,linux,32,ssd nvme,42.985,y.tsepkov
0.5225234032,dask,21.61,linux,32,ssd nvme,41.357,y.tsepkov
0.5171003342,dask,21.61,linux,32,ssd nvme,41.791,y.tsepkov
0.5223667622,dask,21.61,linux,32,ssd nvme,41.369,y.tsepkov
0.5071380138,dask,21.61,linux,32,ssd nvme,42.612,y.tsepkov
0.5060260296,dask,21.61,linux,32,ssd nvme,42.705,y.tsepkov
0.5144529342999999,dask,21.61,linux,32,ssd nvme,42.006,y.tsepkov
0.5162534714,dask,21.61,linux,32,ssd nvme,41.859,y.tsepkov
1.164476395,dask,54.171,linux,32,ssd nvme,46.52,y.tsepkov
1.172587395,dask,54.171,linux,32,ssd nvme,46.198,y.tsepkov
1.1397051809999998,dask,54.171,linux,32,ssd nvme,47.531,y.tsepkov
1.198297977,dask,54.171,linux,32,ssd nvme,45.207,y.tsepkov
1.179894924,dask,54.171,linux,32,ssd nvme,45.912,y.tsepkov
1.223722219,dask,54.171,linux,32,ssd nvme,44.267,y.tsepkov
1.230038881,dask,54.171,linux,32,ssd nvme,44.04,y.tsepkov
1.182964802,dask,54.171,linux,32,ssd nvme,45.793,y.tsepkov
1.133808374,dask,54.171,linux,32,ssd nvme,47.778,y.tsepkov
1.1677470209999998,dask,54.171,linux,32,ssd nvme,46.389,y.tsepkov
1.304020643,dask,109.394,linux,32,ssd nvme,83.89,y.tsepkov
1.384949446,dask,109.394,linux,32,ssd nvme,78.988,y.tsepkov
1.323601723,dask,109.394,linux,32,ssd nvme,82.649,y.tsepkov
1.395916939,dask,109.394,linux,32,ssd nvme,78.367,y.tsepkov
1.352446079,dask,109.394,linux,32,ssd nvme,80.886,y.tsepkov
1.352188826,dask,109.394,linux,32,ssd nvme,80.901,y.tsepkov
1.279608488,dask,109.394,linux,32,ssd nvme,85.49,y.tsepkov
1.422499657,dask,109.394,linux,32,ssd nvme,76.903,y.tsepkov
1.317466736,dask,109.394,linux,32,ssd nvme,83.034,y.tsepkov
1.470500231,dask,109.394,linux,32,ssd nvme,74.392,y.tsepkov
1.516993999,dask,219.851,linux,32,ssd nvme,144.925,y.tsepkov
1.464292765,dask,219.851,linux,32,ssd nvme,150.141,y.tsepkov
1.472743273,dask,219.851,linux,32,ssd nvme,149.28,y.tsepkov
1.471259832,dask,219.851,linux,32,ssd nvme,149.43,y.tsepkov
1.478160381,dask,219.851,linux,32,ssd nvme,148.733,y.tsepkov
1.442541361,dask,219.851,linux,32,ssd nvme,152.405,y.tsepkov
1.427342415,dask,219.851,linux,32,ssd nvme,154.028,y.tsepkov
1.4216017719999998,dask,219.851,linux,32,ssd nvme,154.65,y.tsepkov
1.458241701,dask,219.851,linux,32,ssd nvme,150.764,y.tsepkov
1.4410884380000002,dask,219.851,linux,32,ssd nvme,152.559,y.tsepkov
4.070492506,dask,551.203,linux,32,ssd nvme,135.414,y.tsepkov
4.054447412,dask,551.203,linux,32,ssd nvme,135.95,y.tsepkov
4.183371305,dask,551.203,linux,32,ssd nvme,131.76,y.tsepkov
3.975670099,dask,551.203,linux,32,ssd nvme,138.644,y.tsepkov
4.115436316,dask,551.203,linux,32,ssd nvme,133.935,y.tsepkov
4.00974369,dask,551.203,linux,32,ssd nvme,137.466,y.tsepkov
3.992719412,dask,551.203,linux,32,ssd nvme,138.052,y.tsepkov
4.0694518089999985,dask,551.203,linux,32,ssd nvme,135.449,y.tsepkov
4.088889599,dask,551.203,linux,32,ssd nvme,134.805,y.tsepkov
4.185415506,dask,551.203,linux,32,ssd nvme,131.696,y.tsepkov
7.123197079,dask,1113.011,linux,32,ssd nvme,156.252,y.tsepkov
7.514388084,dask,1113.011,linux,32,ssd nvme,148.117,y.tsepkov
7.10927701,dask,1113.011,linux,32,ssd nvme,156.558,y.tsepkov
7.868162155,dask,1113.011,linux,32,ssd nvme,141.458,y.tsepkov
7.089423656,dask,1113.011,linux,32,ssd nvme,156.996,y.tsepkov
7.081815242999999,dask,1113.011,linux,32,ssd nvme,157.165,y.tsepkov
7.04637146,dask,1113.011,linux,32,ssd nvme,157.955,y.tsepkov
7.349404812,dask,1113.011,linux,32,ssd nvme,151.442,y.tsepkov
7.618622302999999,dask,1113.011,linux,32,ssd nvme,146.091,y.tsepkov
7.06844902,dask,1113.011,linux,32,ssd nvme,157.462,y.tsepkov
13.25995469,dask,2236.616,linux,32,ssd nvme,168.674,y.tsepkov
13.79926872,dask,2236.616,linux,32,ssd nvme,162.082,y.tsepkov
13.34028864,dask,2236.616,linux,32,ssd nvme,167.659,y.tsepkov
13.70226693,dask,2236.616,linux,32,ssd nvme,163.23,y.tsepkov
13.76673532,dask,2236.616,linux,32,ssd nvme,162.465,y.tsepkov
13.2663486,dask,2236.616,linux,32,ssd nvme,168.593,y.tsepkov
13.32815313,dask,2236.616,linux,32,ssd nvme,167.811,y.tsepkov
13.76540947,dask,2236.616,linux,32,ssd nvme,162.481,y.tsepkov
13.30956197,dask,2236.616,linux,32,ssd nvme,168.046,y.tsepkov
14.50425792,dask,2236.616,linux,32,ssd nvme,154.204,y.tsepkov
26.28613472,dask,4483.807,linux,32,ssd nvme,170.577,y.tsepkov
26.44049716,dask,4483.807,linux,32,ssd nvme,169.581,y.tsepkov
26.23157859,dask,4483.807,linux,32,ssd nvme,170.932,y.tsepkov
26.09514666,dask,4483.807,linux,32,ssd nvme,171.825,y.tsepkov
25.92030621,dask,4483.807,linux,32,ssd nvme,172.984,y.tsepkov
25.84971571,dask,4483.807,linux,32,ssd nvme,173.457,y.tsepkov
26.05703378,dask,4483.807,linux,32,ssd nvme,172.077,y.tsepkov
25.87735534,dask,4483.807,linux,32,ssd nvme,173.271,y.tsepkov
26.23652768,dask,4483.807,linux,32,ssd nvme,170.899,y.tsepkov
26.39902353,dask,4483.807,linux,32,ssd nvme,169.847,y.tsepkov
52.85442638,dask,9035.395,linux,32,ssd nvme,170.949,y.tsepkov
52.86418629,dask,9035.395,linux,32,ssd nvme,170.917,y.tsepkov
51.75572920000001,dask,9035.395,linux,32,ssd nvme,174.578,y.tsepkov
51.30384541,dask,9035.395,linux,32,ssd nvme,176.115,y.tsepkov
50.76022696,dask,9035.395,linux,32,ssd nvme,178.001,y.tsepkov
51.01161981,dask,9035.395,linux,32,ssd nvme,177.124,y.tsepkov
50.58188844,dask,9035.395,linux,32,ssd nvme,178.629,y.tsepkov
51.12008429,dask,9035.395,linux,32,ssd nvme,176.748,y.tsepkov
51.25801516,dask,9035.395,linux,32,ssd nvme,176.273,y.tsepkov
51.3214922,dask,9035.395,linux,32,ssd nvme,176.055,y.tsepkov
103.4796221,dask,18176.88,linux,32,ssd nvme,175.657,y.tsepkov
103.5068958,dask,18176.88,linux,32,ssd nvme,175.61,y.tsepkov
103.577677,dask,18176.88,linux,32,ssd nvme,175.49,y.tsepkov
103.1080687,dask,18176.88,linux,32,ssd nvme,176.29,y.tsepkov
104.2683733,dask,18176.88,linux,32,ssd nvme,174.328,y.tsepkov
104.4538555,dask,18176.88,linux,32,ssd nvme,174.018,y.tsepkov
103.0685954,dask,18176.88,linux,32,ssd nvme,176.357,y.tsepkov
103.3760409,dask,18176.88,linux,32,ssd nvme,175.833,y.tsepkov
102.7559111,dask,18176.88,linux,32,ssd nvme,176.894,y.tsepkov
103.4233022,dask,18176.88,linux,32,ssd nvme,175.752,y.tsepkov
154.0055802,dask,27318.312,linux,32,ssd nvme,177.385,y.tsepkov
156.0171833,dask,27318.312,linux,32,ssd nvme,175.098,y.tsepkov
154.5559592,dask,27318.312,linux,32,ssd nvme,176.754,y.tsepkov
154.54531809999997,dask,27318.312,linux,32,ssd nvme,176.766,y.tsepkov
153.29927869999997,dask,27318.312,linux,32,ssd nvme,178.202,y.tsepkov
153.2422974,dask,27318.312,linux,32,ssd nvme,178.269,y.tsepkov
153.119458,dask,27318.312,linux,32,ssd nvme,178.412,y.tsepkov
154.67108230000005,dask,27318.312,linux,32,ssd nvme,176.622,y.tsepkov
154.4080646,dask,27318.312,linux,32,ssd nvme,176.923,y.tsepkov
153.4001565,dask,27318.312,linux,32,ssd nvme,178.085,y.tsepkov
0.02384209633,pandas,1.056,linux,16,ssd nvme,44.291,y.tsepkov
0.02147245407,pandas,1.056,linux,16,ssd nvme,49.179,y.tsepkov
0.02107691765,pandas,1.056,linux,16,ssd nvme,50.102,y.tsepkov
0.02125358582,pandas,1.056,linux,16,ssd nvme,49.686,y.tsepkov
0.02126717567,pandas,1.056,linux,16,ssd nvme,49.654,y.tsepkov
0.02137613297,pandas,1.056,linux,16,ssd nvme,49.401,y.tsepkov
0.02229952812,pandas,1.056,linux,16,ssd nvme,47.355,y.tsepkov
0.02197432518,pandas,1.056,linux,16,ssd nvme,48.056,y.tsepkov
0.0215139389,pandas,1.056,linux,16,ssd nvme,49.084,y.tsepkov
0.02151441574,pandas,1.056,linux,16,ssd nvme,49.083,y.tsepkov
0.04387378693,pandas,2.123,linux,16,ssd nvme,48.389,y.tsepkov
0.04159188271,pandas,2.123,linux,16,ssd nvme,51.044,y.tsepkov
0.04121804237,pandas,2.123,linux,16,ssd nvme,51.507,y.tsepkov
0.041649341580000006,pandas,2.123,linux,16,ssd nvme,50.973,y.tsepkov
0.04132938385,pandas,2.123,linux,16,ssd nvme,51.368,y.tsepkov
0.04102635384,pandas,2.123,linux,16,ssd nvme,51.747,y.tsepkov
0.04164743423,pandas,2.123,linux,16,ssd nvme,50.976,y.tsepkov
0.04119062424,pandas,2.123,linux,16,ssd nvme,51.541,y.tsepkov
0.04115080833,pandas,2.123,linux,16,ssd nvme,51.591,y.tsepkov
0.04220962524,pandas,2.123,linux,16,ssd nvme,50.297,y.tsepkov
0.1018092632,pandas,5.322,linux,16,ssd nvme,52.274,y.tsepkov
0.1041369438,pandas,5.322,linux,16,ssd nvme,51.106,y.tsepkov
0.103348732,pandas,5.322,linux,16,ssd nvme,51.496,y.tsepkov
0.1032016277,pandas,5.322,linux,16,ssd nvme,51.569,y.tsepkov
0.1035614014,pandas,5.322,linux,16,ssd nvme,51.39,y.tsepkov
0.1049568653,pandas,5.322,linux,16,ssd nvme,50.707,y.tsepkov
0.1033658981,pandas,5.322,linux,16,ssd nvme,51.487,y.tsepkov
0.1045720577,pandas,5.322,linux,16,ssd nvme,50.893,y.tsepkov
0.1047747135,pandas,5.322,linux,16,ssd nvme,50.795,y.tsepkov
0.1044709682,pandas,5.322,linux,16,ssd nvme,50.942,y.tsepkov
0.2267282009,pandas,10.751,linux,16,ssd nvme,47.418,y.tsepkov
0.2193555832,pandas,10.751,linux,16,ssd nvme,49.012,y.tsepkov
0.2192521095,pandas,10.751,linux,16,ssd nvme,49.035,y.tsepkov
0.2216670513,pandas,10.751,linux,16,ssd nvme,48.501,y.tsepkov
0.2189326286,pandas,10.751,linux,16,ssd nvme,49.106,y.tsepkov
0.220010519,pandas,10.751,linux,16,ssd nvme,48.866,y.tsepkov
0.2193596363,pandas,10.751,linux,16,ssd nvme,49.011,y.tsepkov
0.2203145027,pandas,10.751,linux,16,ssd nvme,48.798,y.tsepkov
0.2206277847,pandas,10.751,linux,16,ssd nvme,48.729,y.tsepkov
0.2201738358,pandas,10.751,linux,16,ssd nvme,48.83,y.tsepkov
0.4525825977,pandas,21.61,linux,16,ssd nvme,47.748,y.tsepkov
0.4426329136,pandas,21.61,linux,16,ssd nvme,48.821,y.tsepkov
0.4377396107,pandas,21.61,linux,16,ssd nvme,49.367,y.tsepkov
0.4439594746,pandas,21.61,linux,16,ssd nvme,48.676,y.tsepkov
0.4414768219,pandas,21.61,linux,16,ssd nvme,48.949,y.tsepkov
0.4414412975,pandas,21.61,linux,16,ssd nvme,48.953,y.tsepkov
0.4423356056,pandas,21.61,linux,16,ssd nvme,48.854,y.tsepkov
0.4403111935,pandas,21.61,linux,16,ssd nvme,49.079,y.tsepkov
0.4412031174,pandas,21.61,linux,16,ssd nvme,48.98,y.tsepkov
0.4362885952,pandas,21.61,linux,16,ssd nvme,49.531,y.tsepkov
1.092453241,pandas,54.171,linux,16,ssd nvme,49.587,y.tsepkov
1.088811159,pandas,54.171,linux,16,ssd nvme,49.752,y.tsepkov
1.077802658,pandas,54.171,linux,16,ssd nvme,50.261,y.tsepkov
1.082169533,pandas,54.171,linux,16,ssd nvme,50.058,y.tsepkov
1.081101179,pandas,54.171,linux,16,ssd nvme,50.107,y.tsepkov
1.07585001,pandas,54.171,linux,16,ssd nvme,50.352,y.tsepkov
1.077069283,pandas,54.171,linux,16,ssd nvme,50.295,y.tsepkov
1.085444212,pandas,54.171,linux,16,ssd nvme,49.907,y.tsepkov
1.086983204,pandas,54.171,linux,16,ssd nvme,49.836,y.tsepkov
1.078371525,pandas,54.171,linux,16,ssd nvme,50.234,y.tsepkov
2.253976583,pandas,109.394,linux,16,ssd nvme,48.534,y.tsepkov
2.130598545,pandas,109.394,linux,16,ssd nvme,51.344,y.tsepkov
2.126126289,pandas,109.394,linux,16,ssd nvme,51.452,y.tsepkov
2.131921053,pandas,109.394,linux,16,ssd nvme,51.312,y.tsepkov
2.135236502,pandas,109.394,linux,16,ssd nvme,51.233,y.tsepkov
2.114445448,pandas,109.394,linux,16,ssd nvme,51.736,y.tsepkov
2.137161255,pandas,109.394,linux,16,ssd nvme,51.187,y.tsepkov
2.130415916,pandas,109.394,linux,16,ssd nvme,51.349,y.tsepkov
2.134852171,pandas,109.394,linux,16,ssd nvme,51.242,y.tsepkov
2.13968873,pandas,109.394,linux,16,ssd nvme,51.126,y.tsepkov
4.422574997,pandas,219.851,linux,16,ssd nvme,49.711,y.tsepkov
4.3486812110000015,pandas,219.851,linux,16,ssd nvme,50.556,y.tsepkov
4.330874443,pandas,219.851,linux,16,ssd nvme,50.764,y.tsepkov
4.341944933,pandas,219.851,linux,16,ssd nvme,50.634,y.tsepkov
4.335251093,pandas,219.851,linux,16,ssd nvme,50.712,y.tsepkov
4.352046013,pandas,219.851,linux,16,ssd nvme,50.517,y.tsepkov
4.357256413,pandas,219.851,linux,16,ssd nvme,50.456,y.tsepkov
4.346419096,pandas,219.851,linux,16,ssd nvme,50.582,y.tsepkov
4.345843315,pandas,219.851,linux,16,ssd nvme,50.589,y.tsepkov
4.343172312,pandas,219.851,linux,16,ssd nvme,50.62,y.tsepkov
11.20716906,pandas,551.203,linux,16,ssd nvme,49.183,y.tsepkov
10.70607209,pandas,551.203,linux,16,ssd nvme,51.485,y.tsepkov
10.60802197,pandas,551.203,linux,16,ssd nvme,51.961,y.tsepkov
10.60159278,pandas,551.203,linux,16,ssd nvme,51.992,y.tsepkov
10.63778257,pandas,551.203,linux,16,ssd nvme,51.816,y.tsepkov
10.62241554,pandas,551.203,linux,16,ssd nvme,51.891,y.tsepkov
10.60560584,pandas,551.203,linux,16,ssd nvme,51.973,y.tsepkov
10.59988856,pandas,551.203,linux,16,ssd nvme,52.001,y.tsepkov
10.60185194,pandas,551.203,linux,16,ssd nvme,51.991,y.tsepkov
10.61754751,pandas,551.203,linux,16,ssd nvme,51.914,y.tsepkov
22.08097506,pandas,1113.011,linux,16,ssd nvme,50.406,y.tsepkov
21.46856642,pandas,1113.011,linux,16,ssd nvme,51.844,y.tsepkov
21.42100811,pandas,1113.011,linux,16,ssd nvme,51.959,y.tsepkov
21.43756747,pandas,1113.011,linux,16,ssd nvme,51.919,y.tsepkov
21.48876262,pandas,1113.011,linux,16,ssd nvme,51.795,y.tsepkov
21.51918817,pandas,1113.011,linux,16,ssd nvme,51.722,y.tsepkov
21.55094552,pandas,1113.011,linux,16,ssd nvme,51.646,y.tsepkov
21.51128125,pandas,1113.011,linux,16,ssd nvme,51.741,y.tsepkov
21.51826906,pandas,1113.011,linux,16,ssd nvme,51.724,y.tsepkov
21.60980439,pandas,1113.011,linux,16,ssd nvme,51.505,y.tsepkov
44.27697086,pandas,2236.616,linux,16,ssd nvme,50.514,y.tsepkov
42.9406724,pandas,2236.616,linux,16,ssd nvme,52.086,y.tsepkov
42.89515996,pandas,2236.616,linux,16,ssd nvme,52.141,y.tsepkov
42.93112516,pandas,2236.616,linux,16,ssd nvme,52.098,y.tsepkov
43.03285527,pandas,2236.616,linux,16,ssd nvme,51.975,y.tsepkov
42.70146561,pandas,2236.616,linux,16,ssd nvme,52.378,y.tsepkov
42.73560905,pandas,2236.616,linux,16,ssd nvme,52.336,y.tsepkov
42.79702163,pandas,2236.616,linux,16,ssd nvme,52.261,y.tsepkov
42.7061429,pandas,2236.616,linux,16,ssd nvme,52.372,y.tsepkov
42.72212529,pandas,2236.616,linux,16,ssd nvme,52.353,y.tsepkov
89.22809911,pandas,4483.807,linux,16,ssd nvme,50.251,y.tsepkov
88.61634803,pandas,4483.807,linux,16,ssd nvme,50.598,y.tsepkov
87.53918934,pandas,4483.807,linux,16,ssd nvme,51.221,y.tsepkov
87.07142973,pandas,4483.807,linux,16,ssd nvme,51.496,y.tsepkov
87.11077833,pandas,4483.807,linux,16,ssd nvme,51.472,y.tsepkov
86.74451613,pandas,4483.807,linux,16,ssd nvme,51.69,y.tsepkov
87.79589772,pandas,4483.807,linux,16,ssd nvme,51.071,y.tsepkov
87.94706154,pandas,4483.807,linux,16,ssd nvme,50.983,y.tsepkov
88.26515293,pandas,4483.807,linux,16,ssd nvme,50.799,y.tsepkov
88.87432218,pandas,4483.807,linux,16,ssd nvme,50.451,y.tsepkov
0.2572157383,dask,5.322,linux,16,ssd nvme,20.691,y.tsepkov
0.2073266506,dask,5.322,linux,16,ssd nvme,25.67,y.tsepkov
0.2233166695,dask,5.322,linux,16,ssd nvme,23.832,y.tsepkov
0.1922338009,dask,5.322,linux,16,ssd nvme,27.685,y.tsepkov
0.1854403019,dask,5.322,linux,16,ssd nvme,28.699,y.tsepkov
0.1822929382,dask,5.322,linux,16,ssd nvme,29.195,y.tsepkov
0.1801440716,dask,5.322,linux,16,ssd nvme,29.543,y.tsepkov
0.1886630058,dask,5.322,linux,16,ssd nvme,28.209,y.tsepkov
0.1812777519,dask,5.322,linux,16,ssd nvme,29.358,y.tsepkov
0.1812181473,dask,5.322,linux,16,ssd nvme,29.368,y.tsepkov
111.6613615,dask,18176.88,linux,16,ssd nvme,162.786,y.tsepkov
110.794476,dask,18176.88,linux,16,ssd nvme,164.059,y.tsepkov
110.9938118,dask,18176.88,linux,16,ssd nvme,163.765,y.tsepkov
109.3996968,dask,18176.88,linux,16,ssd nvme,166.151,y.tsepkov
110.3847106,dask,18176.88,linux,16,ssd nvme,164.668,y.tsepkov
112.34954170000002,dask,18176.88,linux,16,ssd nvme,161.789,y.tsepkov
115.9082279,dask,18176.88,linux,16,ssd nvme,156.821,y.tsepkov
114.7868075,dask,18176.88,linux,16,ssd nvme,158.353,y.tsepkov
115.7899952,dask,18176.88,linux,16,ssd nvme,156.981,y.tsepkov
114.03509950000002,dask,18176.88,linux,16,ssd nvme,159.397,y.tsepkov
8.847958565,dask,1113.011,linux,16,ssd nvme,125.793,y.tsepkov
9.97650075,dask,1113.011,linux,16,ssd nvme,111.563,y.tsepkov
8.114510297999999,dask,1113.011,linux,16,ssd nvme,137.163,y.tsepkov
8.088206053,dask,1113.011,linux,16,ssd nvme,137.609,y.tsepkov
8.090878248,dask,1113.011,linux,16,ssd nvme,137.564,y.tsepkov
7.663341045,dask,1113.011,linux,16,ssd nvme,145.238,y.tsepkov
7.961018085,dask,1113.011,linux,16,ssd nvme,139.808,y.tsepkov
9.167285681000001,dask,1113.011,linux,16,ssd nvme,121.411,y.tsepkov
7.581126451,dask,1113.011,linux,16,ssd nvme,146.813,y.tsepkov
7.778102875,dask,1113.011,linux,16,ssd nvme,143.095,y.tsepkov
163.9610481,dask,27318.312,linux,16,ssd nvme,166.615,y.tsepkov
161.8087695,dask,27318.312,linux,16,ssd nvme,168.831,y.tsepkov
159.448216,dask,27318.312,linux,16,ssd nvme,171.33,y.tsepkov
160.6291847,dask,27318.312,linux,16,ssd nvme,170.071,y.tsepkov
160.79474140000005,dask,27318.312,linux,16,ssd nvme,169.896,y.tsepkov
160.6598537,dask,27318.312,linux,16,ssd nvme,170.038,y.tsepkov
158.842962,dask,27318.312,linux,16,ssd nvme,171.983,y.tsepkov
159.7582855,dask,27318.312,linux,16,ssd nvme,170.998,y.tsepkov
159.8087976,dask,27318.312,linux,16,ssd nvme,170.944,y.tsepkov
159.5643013,dask,27318.312,linux,16,ssd nvme,171.206,y.tsepkov
14.84977245,dask,2236.616,linux,16,ssd nvme,150.616,y.tsepkov
13.52646899,dask,2236.616,linux,16,ssd nvme,165.351,y.tsepkov
13.88069081,dask,2236.616,linux,16,ssd nvme,161.131,y.tsepkov
13.52362585,dask,2236.616,linux,16,ssd nvme,165.386,y.tsepkov
15.52392435,dask,2236.616,linux,16,ssd nvme,144.075,y.tsepkov
13.93341851,dask,2236.616,linux,16,ssd nvme,160.522,y.tsepkov
13.82399416,dask,2236.616,linux,16,ssd nvme,161.792,y.tsepkov
13.50376678,dask,2236.616,linux,16,ssd nvme,165.629,y.tsepkov
13.91615796,dask,2236.616,linux,16,ssd nvme,160.721,y.tsepkov
13.95956349,dask,2236.616,linux,16,ssd nvme,160.221,y.tsepkov
55.15898824,dask,9035.395,linux,16,ssd nvme,163.806,y.tsepkov
54.5684135,dask,9035.395,linux,16,ssd nvme,165.579,y.tsepkov
55.30130935,dask,9035.395,linux,16,ssd nvme,163.385,y.tsepkov
55.34709787,dask,9035.395,linux,16,ssd nvme,163.25,y.tsepkov
54.41788197,dask,9035.395,linux,16,ssd nvme,166.037,y.tsepkov
54.43706775,dask,9035.395,linux,16,ssd nvme,165.979,y.tsepkov
55.71436381,dask,9035.395,linux,16,ssd nvme,162.174,y.tsepkov
56.39089346,dask,9035.395,linux,16,ssd nvme,160.228,y.tsepkov
55.3299818,dask,9035.395,linux,16,ssd nvme,163.3,y.tsepkov
57.35434175,dask,9035.395,linux,16,ssd nvme,157.536,y.tsepkov
1.806982279,dask,219.851,linux,16,ssd nvme,121.667,y.tsepkov
1.52758503,dask,219.851,linux,16,ssd nvme,143.921,y.tsepkov
1.498267651,dask,219.851,linux,16,ssd nvme,146.737,y.tsepkov
1.497462749,dask,219.851,linux,16,ssd nvme,146.816,y.tsepkov
1.501238585,dask,219.851,linux,16,ssd nvme,146.446,y.tsepkov
1.441955566,dask,219.851,linux,16,ssd nvme,152.467,y.tsepkov
1.48849678,dask,219.851,linux,16,ssd nvme,147.7,y.tsepkov
1.447421074,dask,219.851,linux,16,ssd nvme,151.892,y.tsepkov
1.467216492,dask,219.851,linux,16,ssd nvme,149.842,y.tsepkov
1.431945086,dask,219.851,linux,16,ssd nvme,153.533,y.tsepkov
0.1105527878,dask,2.123,linux,16,ssd nvme,19.203,y.tsepkov
0.1167693138,dask,2.123,linux,16,ssd nvme,18.181,y.tsepkov
0.1097090244,dask,2.123,linux,16,ssd nvme,19.351,y.tsepkov
0.1125195026,dask,2.123,linux,16,ssd nvme,18.868,y.tsepkov
0.1126794815,dask,2.123,linux,16,ssd nvme,18.841,y.tsepkov
0.1121733189,dask,2.123,linux,16,ssd nvme,18.926,y.tsepkov
0.1201162338,dask,2.123,linux,16,ssd nvme,17.675,y.tsepkov
0.1096291542,dask,2.123,linux,16,ssd nvme,19.365,y.tsepkov
0.1079628468,dask,2.123,linux,16,ssd nvme,19.664,y.tsepkov
0.115585804,dask,2.123,linux,16,ssd nvme,18.367,y.tsepkov
1.253044128,dask,54.171,linux,16,ssd nvme,43.232,y.tsepkov
1.178310394,dask,54.171,linux,16,ssd nvme,45.973,y.tsepkov
1.17954874,dask,54.171,linux,16,ssd nvme,45.925,y.tsepkov
1.1650455,dask,54.171,linux,16,ssd nvme,46.497,y.tsepkov
1.198740482,dask,54.171,linux,16,ssd nvme,45.19,y.tsepkov
1.153557301,dask,54.171,linux,16,ssd nvme,46.96,y.tsepkov
1.158784389,dask,54.171,linux,16,ssd nvme,46.748,y.tsepkov
1.185646772,dask,54.171,linux,16,ssd nvme,45.689,y.tsepkov
1.176774025,dask,54.171,linux,16,ssd nvme,46.033,y.tsepkov
1.170980692,dask,54.171,linux,16,ssd nvme,46.261,y.tsepkov
0.09215474129,dask,1.056,linux,16,ssd nvme,11.459,y.tsepkov
0.09139561653,dask,1.056,linux,16,ssd nvme,11.554,y.tsepkov
0.08765912056,dask,1.056,linux,16,ssd nvme,12.047,y.tsepkov
0.08980584144999999,dask,1.056,linux,16,ssd nvme,11.759,y.tsepkov
0.08661484718000001,dask,1.056,linux,16,ssd nvme,12.192,y.tsepkov
0.09077382088,dask,1.056,linux,16,ssd nvme,11.633,y.tsepkov
0.08892583847,dask,1.056,linux,16,ssd nvme,11.875,y.tsepkov
0.09204149246,dask,1.056,linux,16,ssd nvme,11.473,y.tsepkov
0.09702420235,dask,1.056,linux,16,ssd nvme,10.884,y.tsepkov
0.09243679047,dask,1.056,linux,16,ssd nvme,11.424,y.tsepkov
4.605196953,dask,551.203,linux,16,ssd nvme,119.692,y.tsepkov
4.100494623,dask,551.203,linux,16,ssd nvme,134.424,y.tsepkov
